iddesa,pop2020
3327110009,3258
3327110010,3686
3327110011,5531
3327110012,6766
3327110013,6287
3327110014,7481
3327110015,5017
3327110016,4425
3327120001,7580
3327120002,3882
3327120003,10192
3327120004,11106
3327120005,6450
3327120006,8101
3327120007,1648
3327120008,2471
3327120009,2916
3327120010,3187
3327120011,3816
3327120012,5469
3327120013,5465
3327120014,3105
3327120015,4954
3327120016,5147
3327120017,4626
3327120018,7240
3327130001,5142
3327130002,7478
3327130003,4376
3327130004,8140
3327130005,4109
3327130006,6304
3327130007,5683
3327130008,3105
3327130009,7597
3327130010,4158
3327130011,8047
3327130012,4167
3327130013,6005
3327130014,5035
3327130015,7458
3327130016,8763
3327130017,11145
3327130018,10770
3328010001,5802
3328010002,2567
3328010003,2872
3328010004,3364
3328010005,13775
3328010006,12124
3328010007,7013
3328010008,10806
3328010009,5002
3328010010,9901
3328010011,15592
3328010012,9820
3328010013,6090
3328020001,6466
3328020002,8965
3328020003,6924
3328020004,4016
3328020005,4294
3328020006,4904
3328020007,5291
3328020008,5582
3328020009,5967
3328020010,13223
3328020011,3744
3328020012,1953
3328020013,3509
3328020014,1022
3328020015,5285
3328020016,4640
3328020017,4811
3328020018,8865
3328030001,2840
3328030002,2766
3328030003,2183
3328030004,5756
3328030005,9558
3328030006,9247
3328030007,3558
3328030008,4617
3328030009,1678
3328030010,1236
3328030011,2212
3328030012,3837
3328030013,4320
3328030014,2128
3328030015,4190
3328030016,4402
3328030017,4572
3328040001,2811
3328040002,3060
3328040003,5028
3328040004,2613
3328040005,4524
3328040006,2712
3328040007,840
3328040008,6820
3328040009,1561
3328040010,5307
3328040011,4827
3328040012,3817
3328040013,8363
3328040014,2997
3328040015,2815
3328040016,6444
3328040017,15472
3328040018,5512
3328040019,2595
3328040020,4151
3328050001,4323
3328050002,2575
3328050003,3447
3328050004,3365
3328050005,11640
3328050006,4992
3328050007,7046
3328050008,5847
3328050009,4442
3328050010,2203
3328050011,4294
3328050012,3845
3328050013,5638
3328060001,11252
3328060002,6758
3328060003,4820
3328060004,3812
3328060005,4192
3328060006,5235
3328060007,4713
3328060008,5731
3328060009,10734
3328060010,5562
3328060011,8766
3328060012,7382
3328060013,4226
3328060014,5004
3328060015,2560
3328070001,2992
3328070002,4402
3328070003,2528
3328070004,5072
3328070005,5601
3328070006,3893
3328070007,2303
3328070008,4442
3328070009,1148
3328070010,3778
3328070011,3926
3328070012,2710
3328070013,3025
3328070014,3657
3328070015,4236
3328070016,3737
3328070017,2144
3328080001,8196
3328080002,5123
3328080003,7232
3328080004,2572
3328080005,3072
3328080006,3491
3328080007,5356
3328080008,4776
3328080009,2834
3328080010,5455
3328090001,3090
3328090002,3742
3328090003,2871
3328090004,9096
3328090005,7844
3328090006,3064
3328090007,7255
3328090008,2204
3328090009,3176
3328090010,8052
3328090011,7534
3328090012,8134
3328090013,2789
3328090014,2781
3328090015,4155
3328090016,5905
3328090017,4983
3328090018,2352
3328090019,2469
3328090020,5010
3328090021,6451
3328090022,5754
3328090023,13634
3328100001,8738
3328100002,6368
3328100003,8768
3328100004,8305
3328100005,4027
3328100006,6521
3328100007,8243
3328100008,5169
3328100009,9110
3328100010,6808
3328110001,3783
3328110002,11030
3328110003,9262
3328110004,6733
3328110005,6741
3328110006,8226
3328110007,6634
3328110008,4470
3328110009,4662
3328110010,4907
3328120001,4379
3328120002,2353
3328120003,5121
3328120004,6331
3328120005,9402
3328120006,9569
3328120007,3860
3328120008,4949
3328120009,4227
3328120010,10324
3328120011,12292
3328120012,5641
3328120013,3643
3328120014,12858
3328120015,8648
3328120016,5875
3328120017,5117
3328120018,2284
3328120019,4836
3328120020,3608
3328120021,2814
3328130001,2621
3328130002,3748
3328130003,9501
3328130004,7357
3328130005,3980
3328130006,5420
3328130007,7405
3328130008,7728
3328130009,3686
3328130010,6103
3328130011,3746
3328130012,5479
3328130013,6440
3328130014,4418
3328130015,5283
3328130016,6664
3328130017,7495
3328130018,8070
3328140001,4882
3328140002,4667
3328140003,4572
3328140004,3822
3328140005,6096
3328140006,3498
3328140007,7520
3328140008,4497
3328140009,4435
3328140010,6417
3328140011,2591
3328140012,7458
3328140013,7155
3328140014,5529
3328140015,5031
3328140016,4618
3328140017,9239
3328140018,7051
3328140019,6334
3328150001,4024
3328150002,4644
3328150003,3617
3328150004,2150
3328150005,4786
3328150006,4494
3328150007,5263
3328150008,5732
3328150009,8077
3328150010,4066
3328150011,3370
3328150012,2463
3328150013,5666
3328150014,4515
3328150015,3319
3328150016,3654
3328150017,3218
3328150018,2114
3328150019,4426
3328150020,15432
3328160001,9477
3328160002,2974
3328160003,6026
3328160004,4633
3328160005,4146
3328160006,4392
3328160007,2668
3328160008,2810
3328160009,3836
3328160010,5746
3328160011,3806
3328160012,2884
3328160013,5421
3328160014,6918
3328160015,10597
3328160016,7088
3328160017,6273
3328160018,5846
3328160019,7834
3328160020,3153
3328170001,6921
3328170002,5534
3328170003,10267
3328170004,10960
3328170005,9974
3328170006,11411
3328170007,8016
3328170008,8585
3328170009,14362
3328170010,4018
3328170011,5253
3328180001,4338
3328180002,3661
3328180003,4890
3328180004,6779
3328180005,5233
3328180006,6061
3328180007,2723
3328180008,5117
3328180009,6916
3328180010,7134
3328180011,9315
3328180012,1113
3329010001,3770
3329010002,6987
3329010003,8360
3329010004,2187
3329010005,1873
3329010006,1943
3329010007,1960
3329010008,844
3329010009,825
3329010010,3459
3329010011,7213
3329010012,4671
3329010013,3255
3329010014,4726
3329010015,1092
3329010016,592
3329010017,419
3329010018,812
3329010019,3836
3329010020,3525
3329010021,7115
3329020001,4969
3329020002,6827
3329020003,2186
3329020004,4937
3329020005,3481
3329020006,10811
3329020007,1454
3329020008,4829
3329020009,3134
3329020010,5598
3329020011,7424
3329020012,5084
3329020013,7721
3329020014,3148
3329020015,8981
3329020016,11945
3329020017,3171
3329020018,13396
3329030001,5143
3329030002,8912
3329030003,4644
3329030004,11328
3329030005,8639
3329030006,8720
3329030007,4290
3329030008,11223
3329030009,13004
3329030010,6414
3329030011,2077
3329030012,2417
3329030013,4705
3329030014,7768
3329030015,10148
3329040001,16858
3329040002,12909
3329040003,5505
3329040004,5651
3329040005,12234
3329040006,7971
3329040007,9233
3329040008,10107
3329040009,10678
3329040010,1947
3329040011,8933
3329040012,3546
3329050001,2731
3329050002,7277
3329050003,2906
3329050004,3692
3329050005,8327
3329050006,8352
3329050007,9250
3329050008,4626
3329050009,4839
3329050010,3533
3329050011,6712
3329050012,4110
3329050013,10141
3329060001,8697
3329060002,12677
3329060003,3977
3329060004,9306
3329060005,2016
3329060006,10351
3329060007,2496
3329060008,3407
3329060009,3459
3329060010,1411
3329060011,1385
3329060012,3146
3329060013,4008
3329060014,5353
3329070001,12149
3329070002,22088
3329070003,10531
3329070004,24143
3329070005,6813
3329070006,7292
3329070007,19595
3329070008,16722
3329070009,12079
3329070010,20740
3329070011,7448
3329080001,3601
3329080002,4703
3329080003,5050
3329080004,6026
3329080005,4735
3329080006,12126
3329080007,4969
3329080008,9931
3329080009,8385
3329080010,8429
3329080011,1586
3329080012,3662
3329080013,5958
3329080014,8193
3329080015,11877
3329080016,10120
3329080017,9570
3329080018,8000
3329080019,5590
3329080020,4565
3329080021,4590
3329090001,3907
3329090002,4224
3329090003,5704
3329090004,5329
3329090005,8154
3329090006,13112
3329090007,8263
3329090008,12092
3329090009,5577
3329090010,6023
3329090011,3101
3329090012,8643
3329090013,2813
3329090014,1949
3329090015,4595
3329090016,3551
3329090017,3455
3329090018,2485
3329090019,3967
3329090020,2972
3329090021,1467
3329090022,3905
3329090023,5429
3329090024,4476
3329090025,2998
3329100001,2251
3329100002,3020
3329100003,16122
3329100004,6712
3329100005,6014
3329100006,8596
3329100007,2939
3329100008,1939
3329100009,5452
3329100010,6234
3329100011,7272
3329100012,2934
3329100013,3093
3329100014,4460
3329100015,6715
3329100016,5116
3329100017,10373
3329100018,9507
3329100019,12236
3329100020,7838
3329100021,6761
3329100022,5064
3329110001,2962
3329110002,7786
3329110003,3830
3329110004,8051
3329110005,2001
3329110006,1875
3329110007,14337
3329110008,1900
3329110009,4120
3329110010,10046
3329110011,7775
3329110012,4784
3329110013,4359
3329110014,8483
3329110015,6706
3329110016,5436
3329110017,5640
3329110018,2107
3329120001,3992
3329120002,5800
3329120003,5866
3329120004,6655
3329120005,6516
3329120006,3455
3329120007,8493
3329120008,5271
3329120009,4760
3329120010,1490
3329120011,9283
3329120012,3634
3329120013,12139
3329130001,10497
3329130002,4076
3329130003,6672
3329130004,7938
3329130005,9447
3329130006,8322
3329130007,12157
3329130008,16768
3329130009,8708
3329130010,9912
3329130011,4806
3329130012,20051
3329130013,3137
3329130014,8136
3329130015,18558
3329130016,6281
3329130017,8289
3329130018,5864
3329130019,7135
3329140001,10594
3329140002,5237
3329140003,3345
3329140004,4016
3329140005,5918
3329140006,3694
3329140007,5793
3329140008,9062
3329140009,6029
3329140010,5667
3329140011,11529
3329140012,16722
3329140013,6151
3329140014,17104
3329140015,7779
3329140016,9140
3329140017,9024
3329140018,5591
3329140019,12363
3329140020,11303
3329150001,10157
3329150002,6773
3329150003,8302
3329150004,11235
3329150005,8755
3329150006,10278
3329150007,5106
3329150008,7705
3329150009,5508
3329150010,4097
3329160001,1987
3329160002,3524
3329160003,1595
3329160004,10956
3329160005,4557
3329160006,3963
3329160007,6374
3329160008,5139
3329160009,5994
3329160010,3678
3329160011,4506
3329160012,2010
3329160013,3640
3329160014,3485
3329160015,4109
3329160016,3487
3329160017,3702
3329160018,1825
3329160019,4193
3329160020,3128
3329160021,1236
3329160022,6060
3329170001,2741
3329170002,5502
3329170003,6632
3329170004,6549
3329170005,4623
3329170006,5187
3329170007,7182
3329170008,21796
3329170009,9038
3329170010,7248
3329170011,8304
3329170012,6952
3329170013,2361
3329170014,7549
3329170015,9629
3329170016,4288
3329170017,22232
3329170018,4005
3329170019,10946
3329170020,8250
3329170021,6698
3329170022,8649
3329170023,7955
3371010002,7534
3371010004,3908
3371010005,7423
3371010006,7860
3371010007,5535
3371010008,11003
3371011001,4816
3371011002,7277
3371011003,7416
3371011004,5934
3371011005,7779
3371011006,8741
3371020004,8669
3371020005,7036
3371020006,4771
3371020008,7869
3371020009,22791
3372010001,1778
3372010002,5179
3372010003,7814
3372010004,3217
3372010005,3224
3372010006,8386
3372010007,10396
3372010008,7876
3372010009,8357
3372010010,9506
3372010011,7463
3372020001,8937
3372020002,9600
3372020003,10900
3372020004,4607
3372020005,3273
3372020006,2998
3372020007,9414
3372030001,23160
3372030002,4482
3372030003,5511
3372030004,3190
3372030005,2178
3372030006,2310
3372030007,4568
3372030008,11748
3372030009,11956
3372030010,2008
3372040001,2034
3372040002,3222
3372040003,8145
3372040004,6510
3372040005,13465
3372040006,10821
3372040007,4410
3372040008,4086
3372040009,31801
3372040010,52273
3372040011,8851
3372050001,2274
3372050002,2602
3372050003,2997
3372050004,3640
3372050005,2499
3372050006,3438
3372050007,18187
3372050008,9398
3372050009,17149
3372050010,27493
3372050011,26146
3372050012,14317
3372050013,11589
3372050014,18190
3372050015,6758
3373010001,4938
3373010002,6762
3373010003,10657
3373010004,11900
3373010005,8280
3373010006,5614
3373020001,4888
3373020002,2218
3373020003,7804
3373020004,5100
3373020006,7783
3373020007,12564
3373020008,7292
3373030001,14226
3373030002,16921
3373030003,5798
3373030004,4716
3373040001,12764
3373040002,13326
3373040003,14164
3373040004,3598
3373040005,4251
3373040006,5824
3374010001,3530
3374010002,2637
3374010003,1763
3374010004,4869
3374010005,5063
3374010006,13463
3374010007,7820
3374010008,3349
3374010009,8635
3374010010,3268
3374010011,6821
3374010012,9971
3374010013,3893
3374010014,7281
3374020001,4005
3374020002,6661
3374020003,5833
3374020004,5843
3374020005,6121
3374020006,4766
3374020007,5199
3374020008,3346
3374020009,2191
3374020010,4848
3374020011,5797
3374020012,3876
3374020013,9004
3374020014,14982
3374020015,8270
3374020016,25133
3374030001,11475
3374030002,4311
3374030003,11933
3374030004,11821
3374030005,19458
3374030006,11429
3374030007,9652
3374030008,12862
3374030009,9434
3374030010,14568
3374030011,10263
3374040001,4116
3374040002,6615
3374040003,14870
3374040004,5753
3374040005,5618
3374040006,3631
3374040007,5366
3374040008,4017
3374050001,5710
3374050002,6793
3374050003,6435
3374050004,3934
3374050005,9146
3374050006,5628
3374050007,3824
3374050008,5354
3374050009,11189
3374050010,11019
3374060001,10634
3374060002,19049
3374060003,10945
3374060004,2903
3374060005,7967
3374060006,12939
3374060007,12527
3374070001,24929
3374070002,4404
3374070003,6111
3374070004,6736
3374070005,11791
3374070006,40336
3374070007,15520
3374070008,7900
3374070009,24394
3374070010,12770
3374070011,22262
3374070012,15601
3374080001,14060
3374080002,14319
3374080003,7630
3374080004,10484
3374080005,16318
3374080006,16430
3374080007,14341
3374080008,9491
3374080009,32016
3374080010,9131
3374080011,33330
3374080012,3963
3374090001,5019
3374090002,16805
3374090003,18883
3374090004,15099
3374090005,14473
3374090006,6142
3374090007,10632
3374090008,16286
3374090009,10663
3374090010,3404
3374090011,1395
3374090012,546
3374090013,13728
3374100001,11742
3374100002,7954
3374100003,8591
3374100004,8740
3374100005,10263
3374100006,9243
3374100007,2630
3374110001,3604
3374110002,13888
3374110003,7276
3374110004,3916
3374110005,7478
3374110006,4665
3374110007,6301
3374110008,3536
3374110009,13008
3374110010,13622
3374120001,7993
3374120002,5889
3374120003,13253
3374120004,14075
3374120005,7915
3374120006,7927
3374120007,19735
3374120008,27196
3374120009,3124
3374130001,3967
3374130002,5029
3374130003,3713
3374130004,4306
3374130005,6668
3374130006,3680
3374130007,3946
3374130008,2146
3374130009,2137
3374130010,3457
3374130011,2282
3374130012,3069
3374130013,2414
3374130014,5126
3374130015,18887
3374140001,17291
3374140002,12479
3374140003,12327
3374140004,7870
3374140005,2581
3374140006,3244
3374140007,18257
3374140008,5135
3374140009,6341
3374140010,5701
3374140011,3319
3374140012,6841
3374140013,7276
3374140014,13781
3374140015,7549
3374140016,2716
3374150001,7329
3374150002,4256
3374150003,2353
3374150004,6133
3374150005,6340
3374150006,3695
3374150007,10040
3374160001,5948
3374160002,18728
3374160003,12838
3374160004,6076
3374160005,20718
3374160006,15105
3374160007,20602
3374160008,8664
3374160009,23008
3374160010,14577
3375010004,9378
3375010007,11227
3375010010,18207
3375010014,12439
3375010015,13659
3375010016,15342
3375010017,10372
3375020007,13022
3375020010,8942
3375020011,5591
3375020013,12581
3375020014,11341
3375020015,6901
3375020016,13621
3375030005,11071
3375030012,11826
3375030013,8047
3375030014,13155
3375030015,7456
3375030016,5788
3375040004,12147
3375040005,11854
3375040006,7450
3375040009,10035
3375040010,19088
3375040011,12033
3375040012,5362
3376010001,6522
3376010002,5858
3376010003,6866
3376010004,5290
3376010005,5735
3376010006,13928
3376010007,17646
3376010008,12496
3376020001,17463
3376020002,30209
3376020003,4800
3376020004,15739
3376020005,6147
3376030001,4356
3376030002,3661
3376030003,7623
3376030004,15518
3376030005,21894
3376030006,7725
3376030007,11172
3376040001,6370
3376040002,6143
3376040003,15899
3376040004,6032
3376040005,7571
3376040006,5800
3476040007,1977
3401010001,2171
3401010002,1848
3401010003,2932
3401010004,1416
3401010005,2312
3401010006,2442
3401010007,1463
3401010008,2777
3401010009,1705
3401010010,1535
3401010011,1725
3401010012,1485
3401010013,1415
3401010014,1060
3401010015,3501
3401020001,2066
3401020002,2859
3401020003,3327
3401020004,7756
3401020005,7014
3401020006,8447
3401020007,13768
3401020008,3616
3401030001,4832
3401030002,4392
3401030003,2000
3401030004,3089
3401030005,4357
3401030006,2315
3401030007,2993
3401030008,1502
3401030009,3720
3401030010,5363
3401030011,8092
3401040001,5469
3401040002,2560
3401040003,2115
3401040004,4841
3401040005,2014
3401040006,6956
3401040007,1913
3401050001,8963
3401050002,6881
3401050003,7918
3401050004,7358
3401050005,7323
3401050006,3328
3401060001,5195
3401060002,8497
3401060003,5787
3401060004,8327
3401060005,6268
3401060006,8596
3401060007,3963
3401060008,4880
3401070001,10977
3401070002,4514
3401070003,6551
3401070004,10317
3401070005,9956
3401070006,5319
3401070007,7846
3401080001,9420
3401080002,6338
3401080003,4672
3401080004,6968
3401080005,7166
3401090001,6821
3401090002,5476
3401090003,4625
3401090004,4017
3401100001,6414
3401100002,5354
3401100003,4577
3401100004,5121
3401100005,4875
3401100006,9172
3401110001,4463
3401110002,7347
3401110003,8466
3401110004,2263
3401120001,3113
3401120002,3458
3401120003,5038
3401120004,4596
3401120005,3899
3401120006,4832
3401120007,12998
3402010001,17633
3402010002,9779
3402020001,3665
3402020002,9363
3402020003,8153
3402020004,2891
3402030001,7906
3402030002,8330
3402030003,4325
3402030004,6865
3402030005,11488
3402040001,9447
3402040002,14087
3402040003,13539
3402050001,11494
3402050002,15766
3402050003,11389
3402060001,13030
3402060002,15806
3402060003,11273
3402060004,13985
3402070001,8489
3402070002,16402
3402070003,18405
3402070004,7074
3402070005,12044
3402080001,11815
3402080002,15373
3402080003,19240
3402080004,14592
3402090001,9297
3402090002,3885
3402090003,5257
3402090004,4753
3402090005,3125
3402090006,4153
3402090007,17529
3402090008,4756
3402100001,8612
3402100002,5660
3402100003,7285
3402100004,6915
3402100005,5635
3402100006,15452
3402110001,14297
3402110002,8837
3402110003,6427
3402110004,4806
3402110005,19068
3402120001,17833
3402120002,17373
3402120003,14802
3402130001,3005
3402130002,4521
3402130003,16465
3402130004,11553
3402130005,14950
3402130006,17771
3402130007,41528
3402130008,24032
3402140001,23301
3402140002,29152
3402140003,32889
3402140004,30689
3402150001,25249
3402150002,24767
3402150003,34345
3402150004,10844
3402160001,12280
3402160002,15121
3402160003,11917
3402170001,14361
3402170002,9305
3402170003,15322
3402170004,3889
3403010006,2443
3403010007,5791
3403010008,3944
3403010009,7499
3403010010,5385
3403010011,2109
3403011001,1509
3403011002,4125
3403011003,8831
3403011004,4081
3403011005,6416
3403020001,8042
3403020002,5056
3403020003,2806
3403020004,4721
3403020005,2573
3403020006,2403
3403020007,6052
3403030001,6806
3403030002,6075
3403030003,4774
3403030004,6142
3403030005,3317
3403030006,5157
3403030007,6694
3403040005,9109
3403040006,7462
3403040007,5821
3403040008,6165
3403040009,6976
3403041001,4494
3403041002,5736
3403041003,5516
3403041004,5456
3403041005,3310
3403050007,1243
3403050010,3838
3403050011,4751
3403050012,3401
3403050013,4663
3403050014,3676
3403050015,3728
3403050016,3776
3403051001,4088
3403051002,1559
3403051003,4190
3403051004,2593
3403051005,1769
3403051006,3182
3403051007,3333
3403051008,16520
3403060001,7788
3403060002,7325
3403060003,10006
3403060004,16516
3403060005,3250
3403070001,9291
3403070002,4072
3403070003,2494
3403070004,4936
3403070005,5853
3403070006,4571
3403070007,3263
3403070008,4131
3403070009,5443
3403070010,7183
3403070011,2253
3403080001,15515
3403080002,4410
3403080003,3143
3403080004,3544
3403080005,8915
3403080006,6134
3403080007,4104
3403080008,7401
3403080009,3610
3403090001,5156
3403090002,2638
3403090003,4298
3403090004,4213
3403090005,5946
3403090006,6057
3403090007,6436
3403090008,4669
3403090009,9252
3403090010,11414
3403090011,8782
3403090012,8621
3403090013,6362
3403090014,5712
3403100001,4828
3403100002,5457
3403100003,5492
3403100004,2474
3403100005,2295
3403100006,4344
3403100007,4038
3403100008,3905
3403100009,8907
3403100010,6198
3403100011,4242
3403100012,2730
3403100013,2648
3403110001,3129
3403110002,2666
3403110003,3435
3403110004,3106
3403110005,4227
3403110006,3145
3403110007,2914
3403110008,3637
3403110009,2700
3403110010,2549
3403110011,8351
3403120001,7148
3403120002,3684
3403120003,7497
3403120004,3861
3403120005,2915
3403120006,4933
3403120007,4627
3403130001,4293
3403130002,5563
3403130003,6069
3403130004,4887
3403130005,3546
3403130006,3779
3403130007,5372
3403140001,4141
3403140002,6711
3403140003,4542
3403140004,7380
3403140005,5762
3403140006,3864
3403150001,3610
3403150002,11110
3403150003,4567
3403150004,5669
3403150005,5179
3403150006,3675
3403150007,4296
3403150008,5990
3403150009,7372
3403150010,6945
3404010001,8104
3404010002,11597
3404010003,6868
3404010004,6838
3404020001,3578
3404020002,8710
3404020003,4924
3404020004,8060
3404020005,10806
3404030001,9179
3404030002,13202
3404030003,10540
3404030004,7504
3404030005,6755
3404040001,10528
3404040002,6357
3404040003,9257
3404040004,12660
3404040005,17830
3404040006,8868
3404040007,21782
3404050001,23527
3404050002,18033
3404050003,19890
3404050004,19960
3404050005,11637
3404060001,16698
3404060002,14373
3404060003,20167
3404060004,37649
3404060005,47768
3404070001,37347
3404070002,45890
3404070003,19839
3404080001,13545
3404080002,11351
3404080003,14269
3404080004,14606
3404090001,2676
3404090002,4429
3404090003,5741
3404090004,13362
3404090005,12299
3404090006,38661
3404100001,17800
3404100002,16462
3404100003,13240
3404100004,33277
3404110001,10193
3404110002,8552
3404110003,7746
3404110004,7787
3404110005,23250
3404120001,20324
3404120002,12475
3404120003,17240
3404120004,22172
3404120005,10151
3404120006,14969
3404130001,18984
3404130002,15316
3404130003,12652
3404130004,9967
3404130005,7495
3404140001,5062
3404140002,4573
3404140003,6256
3404140004,5108
3404140005,10877
3404140006,7626
3404140007,6631
3404140008,9005
3404150001,9232
3404150002,8085
3404150003,10237
3404150004,9459
3404160001,6332
3404160002,6264
3404160003,6684
3404160004,8581
3404160005,10930
3404170001,7670
3404170002,3949
3404170003,3228
3404170004,5354
3404170005,13621
3471010001,10848
3471010002,8871
3471010003,4820
3471020001,7585
3471020002,5538
3471020003,10076
3471030001,8586
3471030002,10077
3471030003,8178
3471040001,15110
3471040002,12511
3471040003,8842
3471040004,8510
3471040005,10420
3471040006,4599
3471040007,10834
3471050001,10396
3471050002,12050
3471050003,11040
3471060001,7887
3471060002,8207
3471060003,2250
3471060004,7537
3471060005,4107
3471070001,8121
3471070002,6442
3471070003,5229
3471080001,3919
3471080002,8192
3471090001,4601
3471090002,6924
3471100001,8434
3471100002,6638
3471110001,8493
3471110002,9608
3471110003,10696
3471120001,5788
3471120002,8967
3471130001,6778
3471130002,7640
3471130003,8286
3471140001,4723
3471140002,12736
3471140003,8874
3571140004,2937
3501010001,1054
3501010002,3566
3501010003,2811
3501010004,4375
3501010005,3223
3501010006,2707
3501010007,1879
3501010008,3332
3501010009,3055
3501010010,4756
3501010011,3974
3501010012,2569
3501020001,2250
3501020002,6274
3501020003,1724
3501020004,2942
3501020005,1230
3501020006,1659
3501020007,1871
3501020008,2647
3501020009,5269
3501020010,4500
3501020011,2586
3501020012,1573
3501020013,1627
3501030001,3142
3501030002,982
3501030003,1749
3501030004,3367
3501030005,2343
3501030006,1945
3501030007,3651
3501030008,730
3501030009,3960
3501030010,2754
3501030011,3606
3501030012,2760
3501030013,8869
3501040001,7736
3501040002,2677
3501040003,1651
3501040004,2662
3501040005,4873
3501040006,3212
3501040007,3538
3501040008,5133
3501040009,2907
3501040010,1763
3501040011,3528
3501040012,3458
3501040013,3993
3501040014,2162
3501040015,2742
3501040016,1757
3501040017,2354
3501040018,1930
3501040019,1535
3501040020,1327
3501040021,1388
3501040022,2941
3501040023,1975
3501040024,2050
3501040025,1132
3501050001,1990
3501050002,1777
3501050003,2004
3501050004,3425
3501050005,5435
3501050006,2529
3501050007,1911
3501050008,2033
3501050009,1948
3501050010,911
3501050011,2592
3501050012,1298
3501050013,3411
3501050014,2921
3501050015,1734
3501050016,1966
3501050017,3241
3501050018,4201
3501050019,3158
3501060001,3390
3501060002,2073
3501060003,1908
3501060004,2208
3501060005,1811
3501060006,2549
3501060007,2515
3501060008,1191
3501060009,2651
3501060010,1811
3501060011,1401
3501060012,4072
3501060013,2579
3501060014,1663
3501060015,2773
3501060016,3940
3501060017,4620
3501070001,7395
3501070002,5907
3501070003,6033
3501070004,6283
3501070005,4427
3501070006,6939
3501070007,5236
3501070008,4400
3501070009,6139
3501080001,5211
3501080002,8051
3501080003,3360
3501080004,4890
3501080005,3929
3501080006,4862
3501080007,8051
3501080008,2798
3501090001,1537
3501090002,5346
3501090003,8015
3501090004,6614
3501090005,5856
3501090006,5941
3501090007,3573
3501090008,5545
3501090009,3682
3501090010,2719
3501090011,4929
3501100001,5201
3501100002,4917
3501100003,5689
3501100004,2353
3501100005,3999
3501100006,3909
3501100007,7195
3501100008,9132
3501100009,2780
3501100010,3782
3501100011,4899
3501100012,5044
3501100013,5274
3501100014,5936
3501100015,8865
3501100016,4624
3501110001,3783
3501110002,1855
3501110003,2190
3501110004,4533
3501110005,2305
3501110006,1923
3501110007,1826
3501110008,3213
3501110009,2284
3501110010,2084
3501110011,1865
3501110012,951
3501110013,4239
3501110014,1588
3501110015,3231
3501110016,1903
3501110017,2909
3501110018,3048
3501120001,3676
3501120002,2660
3501120003,5865
3501120004,3675
3501120005,3044
3501120006,2353
3501120007,3794
3501120008,2532
3501120009,3202
3501120010,6789
3502010001,4294
3502010002,3461
3502010003,6753
3502010004,2811
3502010005,7746
3502010006,7211
3502010007,3385
3502010008,6713
3502010009,6109
3502010010,4516
3502010011,4595
3502020001,2807
3502020002,8102
3502020003,1998
3502020004,1786
3502020005,1426
3502020006,2760
3502020007,4306
3502020008,2210
3502020009,3924
3502020010,1129
3502020011,1588
3502020012,1874
3502020013,1803
3502020014,864
3502020015,1725
3502020016,2114
3502020017,1123
3502020018,2240
3502020019,1814
3502020020,1231
3502020021,1937
3502020022,1752
3502030001,1555
3502030002,1540
3502030003,2294
3502030004,2032
3502030005,3935
3502030006,1786
3502030007,1419
3502030008,2812
3502030009,860
3502030010,1500
3502030011,3331
3502030012,2317
3502030013,1101
3502030014,3213
3502030015,2539
3502030016,725
3502030017,1731
3502030018,1719
3502030019,4199
3502040001,5893
3502040002,2672
3502040003,2777
3502040004,2614
3502040005,2004
3502040006,2436
3502040007,3664
3502040008,1667
3502040009,1386
3502040010,1967
3502040011,1885
3502040012,1431
3502040013,1631
3502040014,1392
3502040015,2011
3502040016,4260
3502050001,6548
3502050002,3296
3502050003,5505
3502050004,3520
3502050005,6840
3502050006,8248
3502050007,4056
3502050008,1726
3502050009,8403
3502050010,1075
3502050011,2871
3502050012,1960
3502050013,2548
3502050014,4468
3502060001,2473
3502060002,4366
3502060003,3526
3502060004,2864
3502060005,6223
3502060006,2408
3502061001,1716
3502061002,977
3502061003,1092
3502061004,833
3502061005,2138
3502061006,2715
3502070001,1686
3502070002,2510
3502070003,4782
3502070004,3610
3502070005,2048
3502070006,4549
3502070007,1945
3502070008,3013
3502070009,2503
3502070010,3281
3502070011,4499
3502070012,2506
3502070013,1900
3502070014,1535
3502070015,4406
3502070016,2057
3502070017,2034
3502070018,2783
3502080001,1956
3502080002,1991
3502080003,2632
3502080004,2538
3502080005,1709
3502080006,2111
3502080007,2527
3502080008,2543
3502080009,2819
3502080010,2350
3502080011,2913
3502080012,1051
3502080013,2394
3502080014,2727
3502080015,3251
3502090001,2492
3502090002,2365
3502090003,3256
3502090004,2241
3502090005,2208
3502090006,1879
3502090007,1193
3502090008,2160
3502090009,1491
3502090010,3070
3502090011,2039
3502090012,3646
3502090013,2874
3502090014,2334
3502090015,2857
3502090016,3894
3502090017,4803
3502090018,4467
3502100001,1562
3502100002,2008
3502100003,1147
3502100004,1042
3502100005,2769
3502100006,2115
3502100007,2897
3502100008,1639
3502100009,1598
3502100010,2282
3502100011,2747
3502100012,2933
3502100013,2010
3502100014,3519
3502110001,1099
3502110002,1133
3502110003,1403
3502110004,5317
3502110005,1445
3502110006,2771
3502110007,1260
3502110008,1549
3502110009,2192
3502110010,3370
3502110011,2819
3502110012,3922
3502110013,1762
3502110014,938
3502110015,2241
3502110016,2023
3502110017,2097
3502110018,2261
3502110019,3931
3502110020,3191
3502120001,2017
3502120002,1443
3502120003,3894
3502120004,427
3502120005,2508
3502120006,3122
3502120007,2616
3502120008,982
3502120009,3656
3502120010,2629
