iddesa,pop2020
1405032001,1491
1405032002,1448
1405032003,1280
1405032004,1881
1405032005,1594
1405032006,1381
1405032007,1247
1405032008,998
1405033001,1194
1405033002,1509
1405033003,1643
1405033004,890
1405033005,779
1405033006,573
1405033007,1439
1406010006,662
1406010014,1271
1406010015,967
1406010016,3920
1406010017,1266
1406010018,4401
1406010019,1088
1406010020,1432
1406010021,830
1406010034,876
1406010035,527
1406010036,1252
1406010037,2193
1406010040,4297
1406010041,1989
1406010042,794
1406010043,2112
1406010044,768
1406010045,499
1406010046,559
1406011001,502
1406011002,390
1406011003,813
1406011004,1362
1406011005,584
1406011006,598
1406011007,401
1406011008,291
1406011009,364
1406011010,1150
1406011011,492
1406011012,413
1406011013,387
1406011014,324
1406011015,246
1406011016,368
1406011017,204
1406011018,257
1406011019,161
1406011020,301
1406011021,532
1406011022,157
1406011023,116
1406011024,2090
1406012001,4212
1406012002,1133
1406012003,1164
1406012004,1735
1406012005,915
1406012006,785
1406012007,559
1406012008,3411
1406013001,1492
1406013002,1520
1406013003,2790
1406013004,3743
1406013005,1689
1406013006,2078
1406013007,1206
1406013008,2455
1406013009,3668
1406014001,3367
1406014002,2312
1406014003,2126
1406014004,5223
1406014005,2330
1406014006,2198
1406014007,1912
1406014008,1250
1406014009,1209
1406014010,1875
1406014011,1879
1406020001,2114
1406020002,2230
1406020003,2697
1406020004,2571
1406020005,2209
1406020006,1672
1406020007,2322
1406020013,1578
1406020014,1365
1406020015,1100
1406020016,664
1406020017,1134
1406020024,4119
1406021001,1706
1406021002,1246
1406021003,5357
1406021004,3978
1406021005,3311
1406021006,8402
1406030002,1502
1406030003,2734
1406030004,3182
1406030005,2299
1406030008,977
1406030009,2575
1406030010,2171
1406030011,2055
1406030012,6025
1406031001,2703
1406031002,3465
1406031003,2102
1406031004,6986
1406031005,4521
1406031006,15013
1406040002,1441
1406040003,2427
1406040004,2426
1406040005,2235
1406040006,9401
1406040007,2304
1406040008,1135
1406040009,1482
1406040010,2612
1406040011,3545
1406040012,3472
1406040013,2305
1406040014,4284
1406040015,3231
1406040016,5529
1406040017,4027
1406040018,4087
1406040019,1570
1406040030,2306
1406040031,3334
1406040032,15862
1406040033,3375
1406040034,3340
1406040035,781
1406040036,14175
1406041001,5681
1406041002,11030
1406041003,4490
1406041004,17124
1406041005,8105
1406041006,4395
1406041007,4578
1406041008,3114
1406041014,744
1406041015,1091
1406041016,1416
1406041017,2098
1406041018,2067
1406041019,8782
1406042001,1967
1406042002,4291
1406042003,2495
1406042004,2054
1406042005,1746
1406042006,10678
1406042007,2035
1406042008,3645
1406042009,4893
1406042010,2483
1406042011,2839
1406042012,1255
1406042013,4338
1406042015,1773
1406042016,2495
1406042017,14119
1406050002,12665
1406050003,5570
1406050013,4893
1406050014,3359
1406051001,3723
1406051002,3201
1406051003,10024
1406051004,2070
1406051005,3218
1406051006,3202
1406051007,3203
1406051008,1802
1406051009,5510
1406060001,2487
1406060002,6252
1406060003,3218
1406060004,5504
1406060005,3214
1406060006,3578
1406060007,2588
1406060025,2496
1406060026,1662
1406060028,2045
1406060029,1912
1406060030,1387
1406060031,1735
1406060032,2677
1406060033,2296
1406060034,1306
1406060035,1339
1406060036,3260
1406061001,4431
1406061002,4755
1406061003,4857
1406061004,925
1406061005,887
1406061006,1349
1406061007,1929
1406061008,1566
1406061009,3403
1406062001,3689
1406062002,2909
1406062003,1854
1406062004,2527
1406062005,2188
1406062006,1568
1406062007,1621
1406063001,2934
1406063002,689
1406063003,3068
1406063004,2220
1406063005,3133
1406063006,2123
1406063007,2269
1406063008,3596
1406070001,2645
1406070002,2970
1406070003,1909
1406070004,1697
1406070005,2647
1406070006,13202
1406070007,20253
1406070008,2653
1406070009,1338
1406070010,1771
1406070011,3153
1406070012,4189
1406070013,31761
1406070014,1109
1406070015,2579
1406070016,1467
1406070017,2274
1406080004,5329
1406080005,1579
1406080006,1589
1406080007,4787
1406080009,10780
1406080010,14958
1406080011,30285
1406080012,1642
1406080013,4169
1406080014,719
1406080015,24775
1406080016,4709
1406081001,3805
1406081002,6254
1406081003,1782
1406081008,2194
1406081009,1966
1407010001,1941
1407010002,1985
1407010007,2378
1407010008,1993
1407010009,979
1407010010,1978
1407010011,1373
1407010012,2681
1407010013,1325
1407010014,815
1407010015,1512
1407010016,1009
1407010017,1076
1407010018,4156
1407011001,1545
1407011002,2665
1407011003,3068
1407011004,1340
1407011005,2594
1407020003,2286
1407020004,3957
1407020005,3171
1407020006,7796
1407020012,3345
1407020013,2230
1407020014,3082
1407020015,2309
1407020016,9661
1407021001,6834
1407021002,1579
1407021003,3248
1407021004,2439
1407021005,2520
1407021006,17899
1407022001,6795
1407022002,6083
1407022003,8470
1407022004,10004
1407022005,3777
1407030001,2707
1407030002,2826
1407030003,2803
1407030004,2877
1407030005,3556
1407030006,1337
1407030007,1144
1407030008,1976
1407030009,1697
1407030010,811
1407030011,2961
1407030012,1426
1407030013,4039
1407030014,2811
1407040002,3123
1407040003,3876
1407040004,4696
1407040005,4340
1407040006,3466
1407040012,1219
1407040013,1820
1407040014,1283
1407040015,7470
1407040016,4847
1407040017,8305
1407040018,2605
1407040019,1186
1407040020,3201
1407041004,5024
1407041005,3125
1407041006,4489
1407041007,2403
1407041008,1795
1407041009,2300
1407041010,1994
1407041011,8470
1407041012,1932
1407041013,1139
1407041014,2780
1407041015,1792
1407041016,2665
1407042001,2740
1407042002,1955
1407042003,2067
1407042004,5296
1407042005,2114
1407042006,2052
1407042007,5684
1407050001,5918
1407050002,3033
1407050003,2284
1407050004,7523
1407050005,2546
1407050006,3168
1407050007,6214
1407050008,5286
1407050009,13418
1407050015,2496
1407050016,4447
1407050017,3824
1407051001,3905
1407051002,5206
1407051003,3321
1407051004,1845
1407051005,2394
1407051006,3121
1407051007,7787
1407051008,20663
1407051009,5431
1407051010,27969
1407051011,6688
1407060004,3167
1407060005,2147
1407060006,2085
1407060007,3464
1407060009,2323
1407060010,1341
1407060013,733
1407060016,3176
1407060017,1495
1407060018,2948
1407061001,2469
1407061002,5548
1407061003,2971
1407061004,4187
1407061005,4577
1407070002,17370
1407070003,2515
1407070006,2065
1407070008,3789
1407070011,4041
1407070012,2118
1407070013,1377
1407070014,5189
1407070015,1839
1407070016,6132
1407071001,4119
1407071002,1554
1407071005,3825
1407072001,1458
1407072002,7806
1407072003,4968
1407072004,4605
1407072005,1627
1407072006,1782
1407072007,17346
1408010013,4309
1408010014,11515
1408010015,2504
1408010016,7815
1408010017,14010
1408010018,8001
1408010019,15474
1408010020,42151
1408010021,25196
1408010025,3937
1408010028,7824
1408011001,6261
1408011002,6014
1408011003,1742
1408011004,7952
1408011005,15986
1408011011,6212
1408011012,4641
1408011014,2845
1408011015,2621
1408011016,5189
1408012001,6866
1408012002,9415
1408012003,13091
1408012004,5743
1408012005,10536
1408012006,6172
1408012007,11659
1408012008,7569
1408012009,2508
1408012010,6056
1408012011,3521
1408012012,3261
1408012013,1199
1408013001,2027
1408013002,1352
1408013003,1557
1408013004,2275
1408013005,1485
1408013006,3269
1408013007,5959
1408013008,4877
1408013009,1175
1408020005,1409
1408020014,1972
1408020015,4842
1408020016,2936
1408020017,1272
1408020018,1192
1408020019,1261
1408020020,3444
1408020029,2268
1408020030,1415
1408021001,1211
1408021002,1044
1408021003,3069
1408021004,1672
1408021005,2081
1408021006,1895
1408021007,1639
1408021008,1258
1408021009,1546
1408021010,802
1408021011,1221
1408021012,732
1408021013,1483
1408021014,1708
1408021015,593
1408021016,817
1408021017,819
1408022001,1564
1408022002,1521
1408022003,2087
1408022004,1692
1408022005,6179
1408022006,1980
1408022007,3363
1408030001,4049
1408030002,4012
1408030003,2601
1408030004,2283
1408030005,2473
1408030006,2733
1408030007,1966
1408030008,1406
1408030014,1763
1408030015,1493
1408030016,1663
1408030017,1277
1408030018,1428
1408030019,876
1408030020,1333
1408030021,3073
1408031001,2438
1408031002,2473
1408031003,1065
1408031004,1758
1408031005,960
1408031006,806
1408031007,1544
1408031008,1718
1408040001,937
1408040002,1748
1408040003,2140
1408040004,1841
1408040005,1586
1408040006,1485
1408040007,2556
1408040008,3445
1408040009,7784
1408040010,5286
1408040011,5641
1408040012,7757
1408040013,5343
1408040014,7855
1408040015,2875
1408040016,2546
1408040017,1270
1408040018,2383
1408040019,1817
1408040020,914
1408040021,981
1408040022,1492
1408040023,1369
1408040024,1496
1408040025,918
1408040026,2128
1408040027,2031
1408040028,1436
1408040029,1177
1408040030,1130
1408040031,1916
1408050001,2065
1408050002,1062
1408050003,1685
1408050004,1815
1408050005,3067
1408050006,3874
1408050007,2609
1408050008,2168
1408050009,1779
1408050010,1236
1408050011,1442
1408050012,2086
1408050013,883
1408050014,1065
1408050015,1469
1408050016,2058
1408050017,1669
1408050018,1097
1408050019,1572
1408050020,2713
1408050021,1272
1408050022,1305
1408050023,904
1409010006,2891
1409010009,4581
1409010010,3083
1409010011,5500
1409010012,6386
1409010013,4441
1409010014,11133
1409010015,1591
1409010016,972
1409010017,8317
1409010018,2322
1409010019,2315
1409010020,3050
1409010021,3933
1409010022,2231
1409010023,1612
1409010024,3888
1409010025,3969
1409011002,2230
1409011003,860
1409011004,4050
1409011005,4214
1409011020,1588
1409011021,3876
1409011024,2251
1409011034,2124
1409011035,2725
1409011036,890
1409011037,1367
1409011038,1064
1409011039,1134
1409011040,977
1409011041,635
1409011042,6549
1409012001,1118
1409012002,725
1409012003,1188
1409012004,2216
1409012005,2832
1409012006,730
1409013001,1446
1409013002,2679
1409013003,1737
1409013004,3190
1409014001,1457
1409014002,3041
1409014003,4803
1409014004,5432
1409014005,2442
1409014006,2715
1409014007,2342
1409014008,3594
1409014009,2231
1409014010,1981
1409014011,2103
1409014012,951
1409014013,5389
1409020001,2534
1409020002,1857
1409020003,17221
1409020014,1062
1409020015,2681
1409020016,1783
1409020017,4229
1409020018,1754
1409020021,1251
1409020022,955
1409020025,5335
1409020031,12879
1409020032,4240
1409020035,1664
1409020036,1622
1409020037,3369
1409020038,6971
1409021001,4469
1409021002,4911
1409021003,4079
1409021004,393
1409021005,3998
1409021006,2822
1409022001,1134
1409022002,1355
1409022003,2244
1409022004,896
1409022005,1487
1409022006,2253
1409022007,2425
1409022008,1463
1409022009,1361
1409022010,355
1409022011,904
1409022012,1451
1409022013,5605
1409023001,4230
1409023002,15231
1409023003,4329
1409023004,6247
1409023005,8196
1409023006,2010
1409023007,2122
1409023008,1673
1409023009,1509
1409023010,2252
1409023011,2741
1409030007,1453
1409030008,1675
1409030009,2973
1409030010,2949
1409030011,3502
1409030012,2859
1409030015,1925
1409030016,3239
1409030017,2300
1409030018,4179
1409031001,5538
1409031002,3433
1409031003,7062
1409031004,2486
1409031005,9961
1409031006,701
1409031007,3898
1409031008,6460
1409032001,1971
1409032002,1924
1409032003,3607
1409032004,1555
1409032005,1031
1409032006,1937
1409032007,411
1409032008,1445
1409032009,1605
1409032010,1045
1409032011,845
1409032012,2408
1409040008,3312
1409040009,7419
1409040010,10784
1409040013,8665
1409040014,4437
1409040015,13244
1409040016,7276
1409040017,3798
1409040018,1364
1409040019,4049
1409040020,3406
1409040021,2749
1409040022,2835
1409040023,2996
1409040024,5187
1409041001,4368
1409041002,2045
1409041003,3167
1409041004,2812
1409041005,794
1409041006,3248
1409042001,2010
1409042002,1363
1409042003,1246
1409042004,1581
1409042005,1919
1409043001,988
1409043002,1639
1409043003,4243
1409043006,854
1409043007,2081
1409043011,1394
1409043012,980
1409043025,1187
1409043026,573
1409043027,2807
1409050005,6798
1409050008,4071
1409050009,3731
1409050010,2038
1409050011,4558
1409050012,3393
1409050013,1820
1409050017,2263
1409050018,819
1409050019,2732
1409050020,2594
1409050021,7296
1409051001,4710
1409051002,5910
1409051003,3491
1409051004,782
1409051005,2166
1409051006,2818
1409051007,3965
1409051008,5567
1409051009,4590
1409051010,2129
1409051011,6966
1409051012,2399
1409051013,5330
1409051014,1462
1409051015,2019
1409051016,1842
1410010001,1300
1410010002,1949
1410010003,1179
1410010004,1340
1410010005,937
1410010006,1871
1410010007,1112
1410010008,1492
1410010009,1582
1410010010,987
1410010011,776
1410010012,1250
1410010013,765
1410010014,751
1410020008,4810
1410020009,7279
1410020010,18183
1410020011,9854
1410020012,6104
1410020013,4013
1410020014,5333
1410020015,10892
1410020016,1733
1410021001,1246
1410021002,2006
1410021003,1052
1410021004,1190
1410021005,1381
1410021006,1913
1410021007,1023
1410021008,967
1410021009,782
1410021010,735
1410030005,1253
1410030006,1173
1410030007,1224
1410030008,991
1410030009,1409
1410030010,2869
1410030011,1927
1410030012,2547
1410030013,1711
1410030014,1419
1410030016,785
1410030017,1195
1410030018,885
1410030020,1324
1410031001,1454
1410031002,2517
1410031003,2224
1410031004,1040
1410031005,960
1410031006,2282
1410031007,1029
1410031008,1827
1410031009,2055
1410031010,1043
1410031011,1098
1410031012,2071
1410040001,1525
1410040002,1315
1410040003,2265
1410040004,1553
1410040005,1699
1410040006,1409
1410040007,1125
1410040008,3240
1410040009,1503
1410040015,761
1410040016,1022
1410040017,1512
1410050001,625
1410050002,681
1410050003,970
1410050004,1457
1410050005,5032
1410050006,2127
1410050007,952
1410050016,827
1410050019,662
1410050020,460
1410050021,1054
1410051001,2330
1410051002,1494
1410051003,1229
1410051004,1925
1410051005,1594
1410051006,2304
1410051007,1234
1410051008,804
1410051009,917
1410051010,939
1410051011,2216
1410052001,1476
1410052002,1017
1410052003,2316
1410052004,3294
1410052005,2321
1410052006,2173
1410052007,506
1410052008,1093
1410052009,1217
1410052010,13608
1471010001,41075
1471010005,33676
1471010007,20342
1471010008,9716
1471010009,35404
1471010010,18639
1471010011,10485
1471010012,20293
1471010013,23960
1471011001,12062
1471011002,8615
1471011003,22966
1471011004,8422
1471011005,7860
1471011006,12411
1471011007,16467
1471020001,15324
1471020004,18253
1471020007,16914
1471020011,26520
1471020012,31960
1471021001,19300
1471021002,16062
1471021003,28452
1471021004,12040
1471021005,19786
1471021006,3420
1471022001,16469
1471022002,24266
1471022003,13830
1471022004,4847
1471022005,11815
1471022006,13761
1471022007,18847
1471022008,25683
1471022009,5040
1471022010,631
1471022011,2233
1471022012,13419
1471022013,6328
1471030001,7552
1471030002,15253
1471030003,9480
1471030004,4577
1471040001,7569
1471040002,8238
1471040003,1896
1471050001,4741
1471050002,4900
1471050003,4613
1471050004,4250
1471050005,2204
1471050006,4495
1471060002,7956
1471060003,7375
1471060004,6578
1471060005,5607
1471060006,7088
1471060007,3753
1471060008,9518
1471070001,7618
1471070002,1973
1471070003,2624
1471070004,4170
1471070005,9454
1471070006,19498
1471080001,5182
1471080006,5536
1471080007,10191
1471080008,23838
1471080009,4455
1471080010,2495
1471080011,1412
1471080012,5578
1471080013,11498
1471081001,13888
1471081002,13159
1471081003,7465
1471081004,18705
1471081005,3087
1471081006,853
1471081007,1833
1471081008,8475
1473010001,15575
1473010006,15196
1473010007,5117
1473010008,7201
1473010009,6160
1473011001,1956
1473011002,4462
1473011003,4216
1473011004,5624
1473012001,11792
1473012002,10904
1473012003,4164
1473012004,9254
1473012005,10525
1473020005,17367
1473020006,10124
1473020009,6276
1473020010,6379
1473021001,7940
1473021002,11082
1473021003,12768
1473021004,14622
1473021005,11375
1473030001,19784
1473030002,17913
1473030003,6697
1473030006,13161
1473030007,14327
1473031001,9283
1473031002,6599
1473031003,7097
1473031004,3367
1573031005,732
1501010001,1001
1501010002,1720
1501010003,385
1501010004,347
1501010005,791
1501010006,347
1501010007,393
1501010008,962
1501010009,817
1501010010,413
1501010017,507
1501010018,448
1501011001,979
1501011002,1248
1501011003,1358
1501011004,872
1501011005,635
1501011006,787
1501011007,736
1501011008,890
1501011009,741
1501011010,829
1501011011,1065
1501011012,674
1501011013,458
1501011014,649
1501011015,1045
1501020001,1262
1501020002,1256
1501020003,2108
1501020004,1290
1501020005,1258
1501020006,782
1501020007,1429
1501020009,1429
1501020010,355
1501030001,518
1501030002,450
1501030003,426
1501030004,609
1501030005,794
1501030006,453
1501030007,1172
1501030008,748
1501030009,1533
1501030010,672
1501030011,649
1501030012,1429
1501030013,995
1501030014,792
1501030015,543
1501030016,687
1501030017,857
1501030018,896
1501030019,1118
1501030020,778
1501030021,927
1501030022,991
1501030023,929
1501030024,1033
1501030025,692
1501030026,509
1501030027,903
1501030028,748
1501030029,773
1501030030,883
1501030031,592
1501030032,1289
1501040001,681
1501040002,1333
1501040003,1181
1501040004,1475
1501040005,1072
1501040006,1110
1501040007,799
1501040008,931
1501040009,835
1501040010,1003
1501040011,1105
1501040012,728
1501040013,765
1501040014,664
1501040015,707
1501040016,879
1501040017,647
1501040018,652
1501040019,518
1501050001,1022
1501050002,852
1501050003,621
1501050005,1053
1501050006,343
1501050018,807
1501050019,377
1501050020,1007
1501050021,875
1501050022,1405
1501050023,816
1501050024,432
1501050025,667
1501050029,459
1501050030,654
1501050031,1054
1501050032,532
1501050033,357
1501050034,760
1501050035,966
1501070022,825
1501070027,544
1501070028,739
1501070029,585
1501070030,502
1501070031,534
1501070033,678
1501070034,974
1501070039,793
1501070040,594
1501070041,860
1501070050,768
1501070051,505
1501070052,635
1501070053,972
1501070054,944
1501071001,917
1501071002,641
1501071003,635
1501071004,741
1501071005,377
1501071006,790
1501071007,1083
1501071008,1539
1501071009,917
1501071010,803
1501071013,828
1501071014,865
1501071015,679
1501071016,635
1501071017,636
1501071018,676
1501071019,768
1501071020,626
1501071021,793
1501071022,643
1501071023,1002
1501071024,910
1501071025,517
1501071026,591
1501071027,1055
1501072001,390
1501072002,596
1501072003,591
1501072004,610
1501072005,689
1501072006,1040
1501072007,969
1501072008,1570
1501072009,884
1501072010,734
1501072011,1185
1501072012,1061
1501072013,647
1501072014,1107
1501072015,936
1501072016,1083
1501072017,472
1501072018,551
1501072019,620
1501072020,1125
1501073001,881
1501073002,654
1501073003,576
1501073004,814
1501073005,1010
1501073006,1290
1501073007,916
1501073008,691
1501073009,376
1501073010,948
1501073011,625
1501073012,545
1501080018,594
1501080023,605
1501080024,801
1501080025,2780
1501080026,418
1501080027,1330
1501080028,1127
1501080029,633
1501080030,427
1501080031,538
1501080032,677
1501080033,578
1501080034,753
1501080035,368
1501080036,586
1501080037,678
1501081001,794
1501081002,1210
1501081003,1228
1501081004,467
1501081014,740
1501081015,1020
1501081016,1215
1501081017,1113
1501081018,1193
1501081019,1470
1501081020,609
1501081021,1095
1501081023,993
1501081024,574
1501081025,1087
1501081026,833
1501081027,1032
1501081028,741
1501081031,980
1501081033,424
1501081034,594
1501081035,615
1501081036,912
1501081037,674
1501081038,593
1501081039,1071
1501082001,415
1501082002,585
1501082003,361
1501082004,531
1501082005,859
1501082006,1304
1501082007,1605
1501082008,1160
1501082009,952
1501082010,231
1501082011,557
1501082012,798
1501082013,710
1501082014,532
1501090003,510
1501090004,265
1501090005,447
1501090014,1537
1501090015,501
1501090016,358
1501090017,777
1501090018,553
1501090019,914
1501090023,2392
1501090024,2456
1501090025,490
1501090036,932
1501090037,1523
1501090039,1137
1501090040,275
1501090041,2099
1501090043,634
1501090044,651
1501090045,771
1501090046,521
1501091001,1540
1501091002,1171
1501091003,1705
1501091004,754
1501091005,1484
1501091006,1346
1501091007,1634
1501091008,820
1501091009,883
1501091010,904
1501091011,1238
1501091012,950
1501091013,1143
1501092001,1575
1501092002,840
1501092003,1155
1501092004,1802
1501092005,1418
1501092006,768
1501092007,939
1501092008,1587
1501092009,1320
1501092010,1691
1501092011,361
1501092012,2092
1501092013,1276
1501092014,782
1501092015,1231
1501092016,502
1501092017,2289
1502010015,1011
1502010016,2910
1502010017,618
1502010018,199
1502010019,426
1502010020,386
1502010021,249
1502010022,659
1502010023,517
1502010024,156
1502010025,1072
1502011001,740
1502011002,790
1502011003,767
1502011004,1501
1502011005,608
1502011006,687
1502011007,411
1502011008,551
1502011009,783
1502011010,416
1502011011,329
1502011012,363
1502011013,391
1502011014,255
1502020004,420
1502020008,607
1502020009,647
1502020010,529
1502020011,1016
1502020012,611
1502020013,772
1502020014,1005
1502020015,237
1502020016,438
1502020017,416
1502020018,1141
1502020019,913
1502020020,297
1502020021,355
1502020022,404
1502020023,656
1502021001,911
1502021002,1086
1502021003,1575
1502021004,839
1502021005,2596
1502021006,630
1502021007,753
1502021008,546
1502021009,450
1502021010,1044
1502021011,1017
1502021012,697
1502021013,622
1502021014,453
1502021015,1004
1502022001,817
1502022002,719
1502022003,1230
1502022004,555
1502022005,359
1502022006,2200
1502030004,1037
1502030005,4514
1502030006,1509
1502030007,1078
1502030008,1561
1502030009,2734
1502030010,6688
1502030011,3039
1502030017,1806
1502030018,2444
1502030019,1711
1502030020,1968
1502030026,1187
1502030027,2532
1502031001,4599
1502031002,1201
1502031003,1892
1502031004,2058
1502031005,1612
1502031006,827
1502031007,2573
1502031008,4174
1502032001,3092
1502032002,3158
1502032003,3992
1502032004,3508
1502033001,5262
1502033002,774
1502033003,886
1502033004,5630
1502040004,2264
1502040005,3416
1502040006,5860
1502040014,2312
1502040016,16160
1502040017,12450
1502040018,765
1502040019,1087
1502041001,2674
1502041002,2228
1502041003,1775
1502041004,1712
1502041005,1509
1502041006,2350
1502042001,8257
1502042002,1233
1502042003,1197
1502042004,765
1502042005,1525
1502042006,1661
1502042007,1359
1502043001,1711
1502043002,1175
1502043003,1075
1502043004,2116
1502043005,499
1502043006,832
1502043007,789
1502043008,605
1502043009,541
1502043010,929
1502050009,1344
1502050010,725
1502050011,833
1502050012,943
1502050013,931
1502050014,2003
1502050015,931
1502050016,1009
1502050017,568
1502050018,578
1502051001,1165
1502051002,1603
1502051003,1173
1502051004,1184
1502051005,612
1502051006,1053
1502051007,2194
1502051008,1364
1502051009,934
1502051010,744
1502051011,383
1502051012,585
1502052001,467
1502052002,1113
1502052003,630
1502052004,784
1502052005,829
1502052006,1184
1502052007,817
1502052008,3706
1502060026,3548
1502060027,4273
1502060028,2206
1502060029,1434
1502060030,1660
1502060031,6010
1502060032,1333
1502060033,1456
1502060035,398
1502060046,2570
1502060047,2344
1502061009,2211
1502061010,1907
1502061011,623
1502061012,621
1502061013,438
1502061014,2220
1502062001,6643
1502062002,4173
1502062003,5668
1502062004,4024
1502062005,2401
1502062006,1934
1502062007,2250
1502062008,1026
1502063001,2086
1502063002,1061
1502063003,1198
1502063004,1702
1502063005,1111
1502063006,677
1502063007,1834
1502064001,2388
1502064002,1587
1502064003,2099
1502064004,1548
1502065001,2575
1502065002,2172
1502065003,1144
1502065004,673
1502065005,3989
1502066001,3295
1502066002,1416
1502066003,1942
1502066004,2268
1502066005,694
1502066006,470
1502067001,1070
1502067002,1193
1502067003,341
1502067004,848
1502067005,1035
1502067006,981
1502067007,993
1502067008,301
1502067009,464
1502067010,433
1502067011,306
1502067012,451
1502067013,419
1502067014,534
1503010001,524
1503010002,330
1503010003,365
1503010004,405
1503010005,354
1503010006,703
1503010007,880
1503010008,797
1503010009,1034
1503010010,1208
1503010011,1306
1503010012,1492
1503010013,1151
1503010014,1114
1503010015,1077
1503010016,903
1503010017,1117
1503010018,982
1503010019,799
1503010020,709
1503010021,500
1503010022,421
1503010023,895
1503020001,733
1503020002,777
1503020003,936
1503020004,773
1503020005,941
1503020007,2146
1503020008,1571
1503020009,1955
1503020010,1941
1503020011,652
1503020015,1640
1503020016,1187
1503020017,939
1503020018,806
1503020019,226
1503020020,1269
1503021001,2789
1503021002,1646
1503021003,1401
1503021004,1577
1503021005,1092
1503021006,1866
1503021007,788
1503021008,616
1503021009,430
1503021010,3503
1503030008,2481
1503030009,2146
1503030010,3709
1503030011,1354
1503030012,1577
1503030013,3983
1503030014,3816
1503030015,917
1503030016,1213
1503030017,2843
1503030018,2445
1503030019,2582
1503030020,1655
1503030021,1574
1503031001,2902
1503031002,5898
1503031003,2392
1503031004,5914
1503031005,4771
1503031006,5405
1503031007,1288
1503031019,3546
1503031020,1397
1503031021,1259
1503031022,1986
1503031023,1866
1503031024,1578
1503040009,2690
1503040010,1702
1503040011,1921
1503040012,3253
1503040013,2561
1503040014,3044
1503040015,7826
1503040016,6279
1503040017,3611
1503040018,3073
1503040019,1107
1503040020,11245
1503040021,5265
1503040022,826
1503040023,919
1503040024,796
1503041001,1458
1503041002,460
1503041003,786
1503041004,1772
1503041005,1885
1503041006,1439
1503041007,893
1503041008,1236
1503041009,5316
1503041010,2672
1503041011,903
1503041012,389
1503041023,444
1503041024,706
1503041025,1009
1503050001,863
1503050002,1958
1503050003,1140
1503050004,1366
1503050005,874
1503050006,2877
1503050007,1029
1503050008,1334
1503050009,5476
1503050010,2424
1503050011,1489
1503050013,1050
1503050014,1243
1503050015,1712
1503051001,2687
1503051002,1695
1503051003,2761
1503051004,1995
1503051005,3573
1503051006,3331
1503051007,5850
1503051008,2407
1503051015,1337
1503060001,916
1503060002,1387
1503060003,3309
1503060004,2169
1503060005,828
1503060006,982
1503060007,2736
1503060008,1276
1503060009,747
1503060010,1548
1503060011,799
1503060012,1846
1503060013,2070
1503060014,2435
1503060015,2177
1503060016,1049
1503060017,1071
1503060018,895
1503060019,952
1503060020,598
1503060021,1333
1503060022,657
1503060023,427
1503060024,1149
1503060025,1038
1503060026,522
1503060027,877
1503060028,1720
1504010009,2887
1504010010,1434
1504010011,5391
1504010012,1641
1504010013,2915
1504010014,451
1504010015,839
1504010016,2536
1504010017,1199
1504010018,1139
1504010025,1711
1504010026,2403
1504010027,579
1504010028,1488
1504010029,2632
1504010030,1296
1504010031,985
1504010032,636
1504011001,4713
1504011002,2750
1504011003,2058
1504011004,2832
1504011005,2764
1504011006,4019
1504011007,2148
1504011008,975
1504011009,2648
1504011010,1202
1504011011,2231
1504011012,2134
1504011013,5331
1504011014,573
1504011015,592
1504011016,1982
1504011017,3062
1504020001,892
1504020002,3408
1504020003,1050
1504020004,1032
1504020005,773
1504020006,2331
1504020007,1063
1504020008,1418
1504020009,2022
1504020010,1935
1504020011,1717
1504020012,2972
1504020013,3496
1504020014,2308
1504020015,1248
1504020016,1022
1504020017,2381
1504030001,1513
1504030002,2416
1504030003,9387
1504030004,1906
1504030005,1314
1504030006,3066
1504030007,1907
1504030008,1828
1504030009,1911
1504030010,1202
1504030011,1130
1504030012,1956
1504030013,1977
1504030014,1462
1504040007,2332
1504040008,1768
1504040012,3321
1504040013,9639
1504040014,6692
1504040015,2437
1504040016,2667
1504040017,3300
1504040018,840
1504040020,2250
1504040021,1199
1504040023,8337
1504040024,1624
1504040025,2851
1504040026,1648
1504040027,1142
1504040028,9917
1504040033,3787
1504040034,1049
1504040035,698
1504040036,1216
1504041001,12405
1504041002,1665
1504041003,2868
1504041004,3228
1504041005,8185
1504041006,6068
1504041007,2818
1504041008,2234
1504041009,1270
1504041010,2600
1504042001,1837
1504042002,2486
1504042003,2203
1504042004,1090
1504042005,1562
1504042006,1609
1504042007,1934
1504042008,2701
1504050003,1026
1504050004,838
1504050005,1445
1504050006,965
1504050007,4081
1504050008,1089
1504050009,1663
1504050010,2115
1504050011,2694
1504050012,2417
1504050013,1140
1504050014,2406
1504050015,3605
1504050016,3453
1504050017,1792
1504050018,1269
1504050019,1538
1504050020,748
1504050021,2008
1505010024,736
1505010025,3250
1505010026,1538
1505010027,1820
1505010029,1992
1505010030,1600
1505010031,5549
1505010032,1671
1505010033,3892
1505010034,2902
1505010035,2958
1505010040,5861
1505010041,3555
1505010042,962
1505010043,2178
1505011009,3300
1505011010,1378
1505011011,1826
1505011012,2101
1505011013,3289
1505011020,4566
1505011021,1997
1505011022,2424
1505011023,2937
1505011025,2363
1505011032,2611
1505012001,607
1505012002,1187
1505012003,1950
1505012004,1376
1505012005,1513
1505012006,1787
1505012007,1104
1505012008,721
1505012009,3493
1505012010,692
1505013001,1110
1505013002,940
1505013003,1350
1505013004,1352
1505013005,649
1505013006,570
1505013007,776
